Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved_x,Moved_y
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,14.5,8,21,1,11,1,0,1,2,32:11,8,19,0.421,1,4,0.25,4,6,0.667,3,8,-25.0,PHI,A,2012-01-07,26-073,TOR,L (-35),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,18.1,9,31,0,9,0,1,2,3,45:01,11,25,0.44,1,6,0.167,8,9,0.889,1,8,9.0,MIN,H,2012-01-09,26-075,TOR,W (+10),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,14.0,10,22,2,2,0,0,2,2,29:01,9,16,0.563,0,3,0.0,4,4,1.0,1,1,-15.0,WAS,A,2012-01-10,26-076,TOR,L (-15),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,3.1,11,10,0,10,0,0,2,0,28:18,2,13,0.154,0,3,0.0,6,6,1.0,1,9,-2.0,SAC,H,2012-01-11,26-077,TOR,L (-7),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,28.8,12,36,2,6,2,1,2,2,42:16,10,21,0.476,4,6,0.667,12,12,1.0,1,5,1.0,PHO,A,2012-01-24,26-090,TOR,W (+3),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,10.4,13,25,4,5,0,1,5,1,40:07,10,26,0.385,3,8,0.375,2,4,0.5,2,3,-2.0,UTA,A,2012-01-25,26-091,TOR,W (+5),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,6.6,14,8,3,3,1,0,1,0,19:28,2,8,0.25,0,1,0.0,4,4,1.0,1,2,-10.0,DET,A,2012-03-10,26-136,TOR,L (-19),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,7.4,15,11,2,8,1,0,3,1,30:07,4,10,0.4,0,3,0.0,3,4,0.75,2,6,5.0,MIL,H,2012-03-11,26-137,TOR,L (-6),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,12.1,16,19,1,8,0,1,3,2,28:42,8,15,0.533,0,1,0.0,3,3,1.0,1,7,5.0,CLE,A,2012-03-13,26-139,TOR,W (+8),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,4.5,17,10,3,2,1,1,2,2,32:58,4,13,0.308,0,2,0.0,2,2,1.0,1,1,-11.0,NJN,A,2012-03-14,26-140,TOR,L (-14),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,4.7,18,18,1,7,0,0,5,3,39:10,4,17,0.235,2,5,0.4,8,9,0.889,2,5,6.0,MEM,A,2012-03-16,26-142,TOR,W (+4),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,1.0,19,11,1,3,2,0,7,3,27:57,4,10,0.4,1,2,0.5,2,2,1.0,0,3,-17.0,CHA,A,2012-03-17,26-143,TOR,L (-4),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,5.0,20,15,1,2,0,0,2,2,33:16,5,15,0.333,0,4,0.0,5,5,1.0,0,2,-22.0,NYK,A,2012-03-20,26-146,TOR,L (-19),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,6.7,21,8,6,5,1,0,1,2,33:25,2,10,0.2,0,3,0.0,4,4,1.0,0,5,-2.0,CHI,H,2012-03-21,26-147,TOR,L (-12),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,8.6,22,21,1,7,0,0,4,2,34:15,9,20,0.45,1,5,0.2,2,2,1.0,0,7,23.0,NYK,H,2012-03-23,26-149,TOR,W (+17),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,8.1,23,17,3,7,0,1,2,1,36:15,4,18,0.222,1,6,0.167,8,10,0.8,1,6,8.0,CHI,A,2012-03-24,26-150,TOR,L (-1),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,0.6,24,8,0,3,0,0,1,3,23:33,3,11,0.273,0,1,0.0,2,2,1.0,1,2,-14.0,ORL,H,2012-03-26,26-152,TOR,L (-16),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,21.2,25,26,2,5,1,1,2,1,36:04,7,14,0.5,2,4,0.5,10,12,0.833,2,3,8.0,DEN,H,2012-03-28,26-154,TOR,W (+9),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,18.4,26,27,1,1,0,1,2,1,38:43,10,17,0.588,3,4,0.75,4,4,1.0,0,1,-22.0,MIA,H,2012-03-30,26-156,TOR,L (-12),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,16.7,27,18,4,8,3,0,1,1,30:59,6,15,0.4,0,3,0.0,6,6,1.0,0,8,0.0,WAS,H,2012-04-01,26-158,TOR,W (+7),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,18.0,28,30,1,3,1,0,2,4,34:21,11,22,0.5,2,6,0.333,6,6,1.0,0,3,9.0,CHA,H,2012-04-03,26-160,TOR,W (+5),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,17.6,29,24,2,5,0,0,2,0,34:02,8,15,0.533,3,7,0.429,5,5,1.0,0,5,21.0,PHI,A,2012-04-04,26-161,TOR,W (+21),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,10.7,30,19,2,7,2,0,0,3,35:44,8,22,0.364,1,5,0.2,2,4,0.5,1,6,-3.0,CLE,H,2012-04-06,26-163,TOR,L (-4),1,2011-12,1.0,1.0,1.0,False,False
7,Andrea Bargnani,C,7-0,245,"October 26, 1985",it,5,,https://www.basketball-reference.com/players/b/bargnan01/gamelog/2012,7.5,31,7,0,5,0,1,0,0,13:26,1,3,0.333,0,0,,5,6,0.833,1,4,-1.0,OKC,A,2012-04-08,26-165,TOR,L (-16),1,2011-12,1.0,1.0,1.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,7.0,1,10,3,1,0,0,1,1,17:35,4,8,0.5,2,3,0.667,0,0,,0,1,-4.0,CLE,A,2011-12-26,23-128,TOR,W (+8),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,7.9,2,13,1,1,0,0,1,1,17:59,5,9,0.556,2,2,1.0,1,2,0.5,0,1,-2.0,IND,H,2011-12-28,23-130,TOR,L (-5),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,-1.5,3,2,1,1,0,0,2,2,6:59,1,3,0.333,0,1,0.0,0,0,,0,1,-1.0,DAL,A,2011-12-30,23-132,TOR,L (-13),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,4.3,4,7,5,1,2,0,3,0,18:29,2,9,0.222,0,1,0.0,3,4,0.75,1,0,1.0,LAC,A,2012-01-22,23-155,TOR,L (-12),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,-2.9,5,2,1,2,0,0,2,1,14:41,1,6,0.167,0,2,0.0,0,0,,0,2,-2.0,PHO,A,2012-01-24,23-157,TOR,W (+3),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,4.0,6,5,7,1,0,0,2,0,22:23,1,6,0.167,0,2,0.0,3,4,0.75,0,1,6.0,UTA,A,2012-01-25,23-158,TOR,W (+5),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,13.3,7,18,3,2,0,0,2,3,16:26,7,10,0.7,4,5,0.8,0,0,,0,2,7.0,DEN,A,2012-01-27,23-160,TOR,L (-15),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,11.2,8,17,3,6,1,0,1,4,34:26,7,15,0.467,0,4,0.0,3,4,0.75,0,6,23.0,NJN,A,2012-01-29,23-162,TOR,W (+21),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,9.3,9,14,2,0,1,0,1,0,25:54,4,11,0.364,2,5,0.4,4,4,1.0,0,0,-23.0,ATL,H,2012-01-31,23-164,TOR,L (-23),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,6.4,10,14,1,1,0,0,1,3,26:49,5,12,0.417,2,5,0.4,2,2,1.0,0,1,-16.0,BOS,A,2012-02-01,23-165,TOR,L (-36),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,-2.5,11,3,2,1,0,0,3,0,28:17,1,6,0.167,0,3,0.0,1,2,0.5,0,1,-5.0,WAS,H,2012-02-03,23-167,TOR,W (+17),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,12.3,12,17,3,3,2,1,0,4,39:23,6,16,0.375,4,8,0.5,1,2,0.5,1,2,-4.0,MIA,A,2012-02-05,23-169,TOR,L (-6),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,18.5,13,30,3,3,2,0,2,6,38:48,9,23,0.391,6,10,0.6,6,6,1.0,1,2,-6.0,WAS,A,2012-02-06,23-170,TOR,L (-3),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,3.4,14,6,7,2,0,1,3,1,25:49,3,10,0.3,0,5,0.0,0,0,,1,1,-2.0,MIL,H,2012-02-08,23-172,TOR,L (-6),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,0.2,15,2,0,0,0,0,0,1,4:53,0,2,0.0,0,1,0.0,2,2,1.0,0,0,-5.0,CHA,H,2012-02-17,23-181,TOR,L (-7),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,4.5,16,7,4,2,0,1,2,3,20:29,2,6,0.333,1,2,0.5,2,2,1.0,0,2,2.0,DET,H,2012-02-22,23-186,TOR,W (+10),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,-3.6,17,4,2,2,0,0,5,3,11:31,2,6,0.333,0,2,0.0,0,0,,0,2,-2.0,HOU,A,2012-02-28,23-192,TOR,L (-3),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,7.3,18,5,5,2,1,0,0,1,15:50,1,4,0.25,1,1,1.0,2,2,1.0,0,2,21.0,NOH,A,2012-02-29,23-193,TOR,W (+11),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,16.1,19,18,4,0,0,0,0,1,18:08,5,9,0.556,1,3,0.333,7,7,1.0,0,0,10.0,MEM,H,2012-03-02,23-195,TOR,L (-3),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,4.0,20,5,4,4,2,0,2,2,25:12,0,6,0.0,0,1,0.0,5,6,0.833,1,3,4.0,GSW,H,2012-03-04,23-197,TOR,W (+8),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,15.2,21,15,5,6,0,0,1,2,23:22,4,7,0.571,2,4,0.5,5,6,0.833,1,5,-13.0,ORL,H,2012-03-05,23-198,TOR,L (-4),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,0.5,22,5,2,0,0,0,3,3,13:13,1,3,0.333,1,1,1.0,2,2,1.0,0,0,-6.0,HOU,H,2012-03-07,23-200,TOR,W (+18),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,9.1,23,12,4,2,1,0,1,4,24:04,4,9,0.444,2,7,0.286,2,2,1.0,0,2,-10.0,DET,A,2012-03-10,23-203,TOR,L (-19),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,12.1,24,16,6,2,1,0,1,5,28:51,7,13,0.538,0,2,0.0,2,3,0.667,0,2,-2.0,MIL,H,2012-03-11,23-204,TOR,L (-6),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,15.2,25,20,7,4,0,0,3,3,36:59,6,13,0.462,4,7,0.571,4,4,1.0,0,4,6.0,CLE,A,2012-03-13,23-206,TOR,W (+8),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,17.5,26,16,10,4,1,0,2,1,38:57,6,11,0.545,0,1,0.0,4,4,1.0,0,4,-6.0,NJN,A,2012-03-14,23-207,TOR,L (-14),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,25.7,27,28,9,6,3,1,3,6,43:35,9,17,0.529,3,5,0.6,7,9,0.778,1,5,-3.0,MEM,A,2012-03-16,23-209,TOR,W (+4),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,23.8,28,29,6,2,4,0,4,6,39:21,10,16,0.625,5,6,0.833,4,5,0.8,0,2,-11.0,CHA,A,2012-03-17,23-210,TOR,L (-4),1,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,7.1,29,7,4,3,2,0,2,3,13:14,2,4,0.5,0,1,0.0,3,4,0.75,0,3,0.0,NYK,A,2012-03-20,23-213,TOR,L (-19),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,1.0,30,0,0,0,1,0,0,0,1:29,0,0,,0,0,,0,0,,0,0,-3.0,CHI,H,2012-03-21,23-214,TOR,L (-12),0,2011-12,1.0,11.0,11.0,False,False
5,Jerryd Bayless,PG,6-3,200,"August 20, 1988",us,3,Arizona,https://www.basketball-reference.com/players/b/bayleje01/gamelog/2012,6.4,31,6,4,2,0,0,0,0,11:34,2,6,0.333,2,4,0.5,0,0,,1,1,5.0,ORL,H,2012-03-26,23-219,TOR,L (-16),0,2011-12,1.0,11.0,11.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,1.1,1,3,2,1,0,0,0,3,11:54,1,4,0.25,1,4,0.25,0,0,,0,1,2.0,CLE,A,2011-12-26,32-217,TOR,W (+8),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,-0.1,2,3,1,0,0,0,1,1,16:02,1,4,0.25,1,3,0.333,0,0,,0,0,-5.0,IND,H,2011-12-28,32-219,TOR,L (-5),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,2.2,3,2,1,4,0,0,0,1,11:40,1,3,0.333,0,1,0.0,0,0,,1,3,-8.0,DAL,A,2011-12-30,32-221,TOR,L (-13),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,1.4,4,3,1,1,0,0,0,3,19:06,0,2,0.0,0,1,0.0,3,3,1.0,0,1,19.0,ORL,A,2012-01-01,32-223,TOR,L (-6),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,9.8,5,13,0,10,1,0,0,3,37:07,5,12,0.417,3,7,0.429,0,0,,1,9,0.0,NYK,A,2012-01-02,32-224,TOR,W (+5),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,-3.2,6,0,1,1,0,0,0,1,16:51,0,6,0.0,0,6,0.0,0,0,,1,0,6.0,CLE,H,2012-01-04,32-226,TOR,W (+15),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,7.7,7,11,0,3,1,1,1,3,23:09,3,7,0.429,3,6,0.5,2,2,1.0,0,3,-5.0,NJN,H,2012-01-06,32-228,TOR,L (-12),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,-3.6,8,0,0,2,0,0,1,1,19:01,0,4,0.0,0,2,0.0,0,0,,0,2,-19.0,PHI,A,2012-01-07,32-229,TOR,L (-35),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,1.2,9,2,1,3,1,2,0,0,20:46,1,8,0.125,0,5,0.0,0,0,,1,2,-4.0,MIN,H,2012-01-09,32-231,TOR,W (+10),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,-1.9,10,2,1,6,1,0,2,3,23:49,1,6,0.167,0,3,0.0,0,1,0.0,0,6,-4.0,WAS,A,2012-01-10,32-232,TOR,L (-15),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,0.0,11,3,0,2,0,1,0,3,13:21,1,5,0.2,1,3,0.333,0,0,,0,2,-6.0,SAC,H,2012-01-11,32-233,TOR,L (-7),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,1.2,12,6,0,1,0,0,2,1,22:30,2,5,0.4,2,4,0.5,0,0,,0,1,3.0,IND,H,2012-01-13,32-235,TOR,L (-5),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,-1.5,13,0,1,1,0,0,0,1,13:42,0,3,0.0,0,1,0.0,0,0,,0,1,-8.0,CHI,A,2012-01-14,32-236,TOR,L (-13),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,5.1,14,10,0,4,0,0,1,1,29:31,4,9,0.444,0,3,0.0,2,2,1.0,0,4,-9.0,ATL,A,2012-01-16,32-238,TOR,L (-9),1,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,6.2,15,8,1,2,0,0,0,2,14:56,3,5,0.6,2,4,0.5,0,0,,0,2,-2.0,BOS,A,2012-01-18,32-240,TOR,L (-23),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,3.1,16,6,0,4,0,0,0,1,12:58,2,7,0.286,2,4,0.5,0,0,,1,3,-9.0,POR,H,2012-01-20,32-242,TOR,L (-10),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,3.8,17,3,2,4,1,0,1,2,17:24,1,2,0.5,1,1,1.0,0,0,,0,4,-7.0,LAC,A,2012-01-22,32-244,TOR,L (-12),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,0.9,18,2,0,2,0,0,1,1,6:47,1,1,1.0,0,0,,0,0,,0,2,-5.0,PHO,A,2012-01-24,32-246,TOR,W (+3),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,0.0,19,0,0,0,0,0,0,0,0:27,0,0,,0,0,,0,0,,0,0,2.0,UTA,A,2012-01-25,32-247,TOR,W (+5),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,1.0,20,0,2,0,1,0,0,0,17:38,0,2,0.0,0,2,0.0,0,0,,0,0,3.0,DEN,A,2012-01-27,32-249,TOR,L (-15),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,0.6,21,2,1,2,0,1,1,0,12:01,1,4,0.25,0,1,0.0,0,0,,0,2,2.0,NJN,A,2012-01-29,32-251,TOR,W (+21),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,0.1,22,5,0,0,0,0,1,1,13:17,2,5,0.4,1,3,0.333,0,2,0.0,0,0,3.0,ATL,H,2012-01-31,32-253,TOR,L (-23),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,6.3,23,6,0,3,0,0,0,0,13:00,2,2,1.0,2,2,1.0,0,0,,0,3,-9.0,BOS,A,2012-02-01,32-254,TOR,L (-36),0,2011-12,2.0,24.0,53.0,False,False
9,Rasual Butler,SF,6-7,215,"May 23, 1979",us,9,La Salle,https://www.basketball-reference.com/players/b/butlera01/gamelog/2012,1.3,24,2,0,1,0,0,0,0,2:40,1,2,0.5,0,1,0.0,0,0,,0,1,-3.0,WAS,H,2012-02-03,32-256,TOR,W (+17),0,2011-12,2.0,24.0,53.0,False,False
