Player,Season,Team,Game Score,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Starter,Number,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Draft Round,Draft Pick in Round,Draft Overall Pick,Total Losses,Total Wins,Wfirst5,Lfirst5,Wfirst10,Lfirst10,Wfirst15,Lfirst15,Avg_Total_Passes
Quincy Pondexter,2014-15,MEM,2.65,4.47,0.93,1.9,0.17,0.17,0.33,1.57,18.01,1.6,4.5,0.28,0.57,2.43,0.17,0.7,1.0,0.26,0.67,1.23,-0.17,6.67,20,SF,6-7,230,"March 10, 1988",us,4,Washington,https://www.basketball-reference.com/players/p/pondequ01/gamelog/2015,1.0,26.0,26.0,9.0,21.0,5,0,9,1,13,2,1.16
Quincy Pondexter,2014-15,NOP,6.25,8.98,1.47,3.07,0.31,0.42,0.91,2.29,27.85,3.11,6.93,0.44,1.64,3.8,0.37,1.11,1.47,0.35,0.73,2.33,0.36,62.22,20,SF,6-7,230,"March 10, 1988",us,4,Washington,https://www.basketball-reference.com/players/p/pondequ01/gamelog/2015,1.0,26.0,26.0,18.0,27.0,3,2,7,3,9,6,1.35
Quinn Cook,2016-17,DAL,2.6,5.4,2.4,0.6,0.2,0.0,1.6,1.2,15.38,2.2,5.0,0.43,1.0,2.8,0.28,0.0,0.4,0.0,0.0,0.6,-2.4,0.0,22,PG,6-1,180,"March 23, 1993",us,R,Duke,https://www.basketball-reference.com/players/c/cookqu01/gamelog/2017,0.0,0.0,0.0,1.0,4.0,4,1,4,1,4,1,2.52
Quinn Cook,2016-17,NOP,4.26,5.78,1.56,0.44,0.33,0.0,0.56,0.78,12.28,2.44,4.56,0.38,0.67,1.33,0.39,0.22,0.33,0.11,0.11,0.33,-3.22,0.0,22,PG,6-1,180,"March 23, 1993",us,R,Duke,https://www.basketball-reference.com/players/c/cookqu01/gamelog/2017,0.0,0.0,0.0,4.0,5.0,4,1,5,4,5,4,2.1
Quinn Cook,2020-21,CLE,4.24,6.14,1.86,1.71,0.43,0.0,0.57,1.14,13.61,2.43,6.0,0.35,0.86,1.86,0.35,0.43,0.43,0.29,0.29,1.43,-0.71,0.0,4,PG,6-1,180,"March 23, 1993",us,4,Duke,https://www.basketball-reference.com/players/c/cookqu01/gamelog/2021,0.0,0.0,0.0,5.0,2.0,1,4,2,5,2,5,1.86
Quinn Cook,2020-21,LAL,1.38,2.06,0.31,0.31,0.06,0.06,0.19,0.12,3.88,0.75,1.62,0.4,0.31,0.81,0.28,0.25,0.31,0.16,0.0,0.31,-0.25,0.0,4,PG,6-1,180,"March 23, 1993",us,4,Duke,https://www.basketball-reference.com/players/c/cookqu01/gamelog/2021,0.0,0.0,0.0,5.0,11.0,4,1,8,2,11,4,0.46
R.J. Hampton,2020-21,DEN,1.85,2.56,0.56,2.0,0.2,0.08,0.44,0.88,9.33,1.0,2.4,0.34,0.2,0.72,0.15,0.36,0.48,0.18,0.4,1.6,-2.92,0.0,13,SG,6-4,175,"February 7, 2001",us,R,None,https://www.basketball-reference.com/players/h/hamptrj01/gamelog/2021,1.0,24.0,24.0,11.0,14.0,3,2,7,3,9,6,0.55
R.J. Hampton,2020-21,ORL,8.04,11.15,2.81,4.96,0.62,0.31,1.62,1.5,25.19,4.27,9.73,0.43,0.85,2.65,0.24,1.77,2.69,0.55,0.73,4.23,-8.12,3.85,13,SG,6-4,175,"February 7, 2001",us,R,None,https://www.basketball-reference.com/players/h/hamptrj01/gamelog/2021,1.0,24.0,24.0,20.0,6.0,2,3,3,7,3,12,1.34
R.J. Hampton,2022-23,DET,4.59,7.29,0.95,2.29,0.52,0.24,1.0,1.38,18.52,2.48,5.86,0.34,1.1,3.0,0.3,1.24,1.86,0.38,0.43,1.86,-5.19,14.29,14,SG,6-4,175,"February 7, 2001",us,2,None,https://www.basketball-reference.com/players/h/hamptrj01/gamelog/2023,1.0,24.0,24.0,19.0,2.0,0,5,1,9,1,14,1.05
R.J. Hampton,2022-23,ORL,4.42,5.73,1.31,1.5,0.62,0.15,0.81,0.85,13.87,1.92,4.38,0.36,0.69,2.04,0.24,1.19,1.42,0.38,0.35,1.15,-1.38,0.0,14,SG,6-4,175,"February 7, 2001",us,2,None,https://www.basketball-reference.com/players/h/hamptrj01/gamelog/2023,1.0,24.0,24.0,19.0,7.0,1,4,3,7,4,11,1.12
RJ Barrett,2023-24,NYK,11.46,18.23,2.42,4.27,0.46,0.35,1.81,1.73,29.48,6.31,14.92,0.42,1.65,5.0,0.31,3.96,4.77,0.81,0.73,3.54,-0.65,100.0,9,SG,6-6,214,"June 14, 2000",ca,4,Duke,https://www.basketball-reference.com/players/b/barrerj01/gamelog/2024,1.0,3.0,3.0,11.0,15.0,3,2,7,3,10,5,2.22
RJ Barrett,2023-24,TOR,16.15,21.75,4.06,6.38,0.59,0.41,2.47,2.62,33.49,8.5,15.38,0.55,1.47,3.75,0.33,3.28,5.22,0.58,1.06,5.31,-4.25,100.0,9,SG,6-6,214,"June 14, 2000",ca,4,Duke,https://www.basketball-reference.com/players/b/barrerj01/gamelog/2024,1.0,3.0,3.0,21.0,11.0,3,2,4,6,5,10,1.9
Rajon Rondo,2014-15,BOS,10.8,8.27,10.77,7.5,1.68,0.14,3.41,1.91,31.79,3.68,9.09,0.4,0.36,1.45,0.09,0.55,1.64,0.16,1.14,6.36,-0.77,100.0,9,PG,6-1,180,"February 22, 1986",us,8,Kentucky,https://www.basketball-reference.com/players/r/rondora01/gamelog/2015,1.0,21.0,21.0,14.0,8.0,2,3,3,7,4,11,5.63
Rajon Rondo,2014-15,DAL,7.67,9.26,6.54,4.52,1.17,0.09,2.93,2.41,28.68,4.22,9.67,0.42,0.41,1.17,0.2,0.41,0.91,0.18,1.04,3.48,-0.89,100.0,9,PG,6-1,180,"February 22, 1986",us,8,Kentucky,https://www.basketball-reference.com/players/r/rondora01/gamelog/2015,1.0,21.0,21.0,20.0,26.0,3,2,7,3,11,4,3.96
Rajon Rondo,2020-21,ATL,3.79,3.93,3.52,2.04,0.7,0.07,1.44,0.93,14.87,1.63,4.07,0.41,0.63,1.67,0.27,0.04,0.07,0.02,0.15,1.89,-1.81,7.41,7,PG,6-1,180,"February 22, 1986",us,14,Kentucky,https://www.basketball-reference.com/players/r/rondora01/gamelog/2021,1.0,21.0,21.0,11.0,16.0,2,3,6,4,7,8,1.96
Rajon Rondo,2020-21,LAC,8.11,7.56,5.78,3.06,1.0,0.11,2.22,1.56,20.43,2.83,5.83,0.47,1.06,2.44,0.34,0.83,0.83,0.33,0.78,2.28,3.89,5.56,7,PG,6-1,180,"February 22, 1986",us,14,Kentucky,https://www.basketball-reference.com/players/r/rondora01/gamelog/2021,1.0,21.0,21.0,6.0,12.0,5,0,8,2,10,5,2.72
Rajon Rondo,2021-22,CLE,6.53,6.24,4.9,2.81,0.86,0.05,1.62,1.48,19.45,2.14,5.0,0.37,1.1,2.76,0.36,0.86,1.14,0.24,0.24,2.57,-2.05,4.76,1,PG,6-1,180,"February 22, 1986",us,15,Kentucky,https://www.basketball-reference.com/players/r/rondora01/gamelog/2022,1.0,21.0,21.0,10.0,11.0,4,1,7,3,10,5,3.26
Rajon Rondo,2021-22,LAL,2.84,3.06,3.72,2.72,0.67,0.28,1.89,1.39,16.08,1.28,3.94,0.29,0.44,1.67,0.15,0.06,0.11,0.03,0.56,2.17,-3.72,0.0,1,PG,6-1,180,"February 22, 1986",us,15,Kentucky,https://www.basketball-reference.com/players/r/rondora01/gamelog/2022,1.0,21.0,21.0,13.0,5.0,1,4,3,7,5,10,1.92
Ramon Sessions,2013-14,CHA,7.64,10.51,3.75,2.13,0.6,0.11,1.69,0.91,23.73,3.45,8.45,0.41,0.27,1.24,0.18,3.33,4.25,0.66,0.4,1.73,-0.71,12.73,13,PG,6-3,190,"April 11, 1986",us,6,Nevada,https://www.basketball-reference.com/players/s/sessira01/gamelog/2014,2.0,26.0,56.0,30.0,25.0,3,2,5,5,7,8,3.03
Ramon Sessions,2013-14,MIL,12.45,15.82,4.79,3.07,0.57,0.11,1.96,1.43,32.47,5.0,10.86,0.45,0.71,2.0,0.36,5.11,6.07,0.82,0.57,2.5,-4.75,42.86,13,PG,6-3,190,"April 11, 1986",us,6,Nevada,https://www.basketball-reference.com/players/s/sessira01/gamelog/2014,2.0,26.0,56.0,23.0,5.0,2,3,3,7,3,12,3.95
Ramon Sessions,2014-15,SAC,3.35,5.44,2.67,1.92,0.36,0.0,1.42,1.25,17.85,1.75,5.08,0.3,0.17,0.78,0.08,1.78,2.44,0.47,0.36,1.56,-4.36,19.44,7,PG,6-3,190,"April 11, 1986",us,7,Nevada,https://www.basketball-reference.com/players/s/sessira01/gamelog/2015,2.0,26.0,56.0,23.0,13.0,4,1,6,4,9,6,2.33
Ramon Sessions,2014-15,WAS,6.26,7.36,3.07,2.68,0.57,0.0,1.25,1.0,19.49,2.21,5.39,0.37,0.46,1.14,0.32,2.46,3.04,0.71,0.36,2.32,-0.14,10.71,7,PG,6-3,190,"April 11, 1986",us,7,Nevada,https://www.basketball-reference.com/players/s/sessira01/gamelog/2015,2.0,26.0,56.0,15.0,13.0,0,5,3,7,7,8,1.97
Ramon Sessions,2017-18,NYK,2.18,3.69,2.08,1.38,0.54,0.08,1.15,1.08,12.85,1.31,4.08,0.28,0.15,0.85,0.12,0.92,1.15,0.21,0.08,1.31,-1.92,23.08,1,PG,6-3,190,"April 11, 1986",us,10,Nevada,https://www.basketball-reference.com/players/s/sessira01/gamelog/2018,2.0,26.0,56.0,10.0,3.0,0,5,2,8,3,10,1.71
Ramon Sessions,2017-18,WAS,5.26,5.87,3.33,1.33,0.47,0.07,1.0,1.0,15.02,1.67,4.27,0.38,0.4,1.0,0.21,2.13,2.8,0.5,0.33,1.0,-3.87,0.0,1,PG,6-3,190,"April 11, 1986",us,10,Nevada,https://www.basketball-reference.com/players/s/sessira01/gamelog/2018,2.0,26.0,56.0,8.0,7.0,3,2,5,5,7,8,2.32
Randy Foye,2015-16,DEN,3.63,5.98,2.07,1.94,0.48,0.3,1.07,1.54,19.81,2.17,6.17,0.31,0.93,3.13,0.2,0.72,0.87,0.28,0.3,1.65,-0.83,12.96,4,SG,6-4,213,"September 24, 1983",us,9,Villanova,https://www.basketball-reference.com/players/f/foyera01/gamelog/2016,1.0,7.0,7.0,32.0,22.0,2,3,5,5,6,9,1.65
Randy Foye,2015-16,OKC,3.45,5.59,1.81,1.89,0.48,0.48,1.04,1.78,21.18,1.93,5.52,0.34,0.93,3.0,0.26,0.81,1.0,0.27,0.3,1.59,2.7,3.7,4,SG,6-4,213,"September 24, 1983",us,9,Villanova,https://www.basketball-reference.com/players/f/foyera01/gamelog/2016,1.0,7.0,7.0,12.0,15.0,2,3,4,6,8,7,1.5
Rashad Vaughn,2017-18,BRK,0.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20,SG,6-6,202,"August 16, 1996",us,2,UNLV,https://www.basketball-reference.com/players/v/vaughra01/gamelog/2018,1.0,17.0,17.0,1.0,0.0,0,1,0,1,0,1,0.0
Rashad Vaughn,2017-18,MIL,1.96,2.68,0.55,0.77,0.18,0.14,0.18,0.55,7.85,0.95,2.27,0.26,0.59,1.59,0.2,0.18,0.27,0.06,0.09,0.68,-0.45,0.0,20,SG,6-6,202,"August 16, 1996",us,2,UNLV,https://www.basketball-reference.com/players/v/vaughra01/gamelog/2018,1.0,17.0,17.0,10.0,12.0,2,3,5,5,8,7,0.35
Rashad Vaughn,2017-18,ORL,0.28,1.0,0.0,0.8,0.2,0.0,0.4,0.4,7.01,0.4,1.2,0.25,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.6,-1.2,0.0,20,SG,6-6,202,"August 16, 1996",us,2,UNLV,https://www.basketball-reference.com/players/v/vaughra01/gamelog/2018,1.0,17.0,17.0,4.0,1.0,1,4,1,4,1,4,1.5
Ray McCallum,2015-16,MEM,3.87,6.9,2.7,1.6,0.7,0.3,1.3,1.5,21.85,2.8,7.9,0.3,1.0,2.6,0.33,0.3,0.5,0.12,0.2,1.4,-0.8,30.0,5,PG,6-3,190,"June 12, 1991",us,2,Detroit Mercy,https://www.basketball-reference.com/players/m/mccalra01/gamelog/2016,2.0,6.0,36.0,8.0,2.0,1,4,2,8,2,8,2.8
Ray McCallum,2015-16,SAS,1.85,2.19,1.06,1.0,0.16,0.13,0.35,0.45,8.25,0.87,2.16,0.22,0.16,0.52,0.08,0.29,0.32,0.11,0.19,0.81,0.94,9.68,5,PG,6-3,190,"June 12, 1991",us,2,Detroit Mercy,https://www.basketball-reference.com/players/m/mccalra01/gamelog/2016,2.0,6.0,36.0,3.0,28.0,5,0,9,1,14,1,1.19
Ray Spalding,2018-19,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,26,PF,6-10,215,"March 11, 1997",us,R,Louisville,https://www.basketball-reference.com/players/s/spaldra01/gamelog/2019,2.0,26.0,56.0,1.0,0.0,0,1,0,1,0,1,1.0
Ray Spalding,2018-19,PHO,3.71,4.15,0.38,3.69,0.69,0.62,0.69,1.77,11.28,1.92,3.62,0.39,0.0,0.23,0.0,0.31,0.92,0.17,1.15,2.54,-1.38,23.08,26,PF,6-10,215,"March 11, 1997",us,R,Louisville,https://www.basketball-reference.com/players/s/spaldra01/gamelog/2019,2.0,26.0,56.0,10.0,3.0,1,4,2,8,3,10,0.0
Rayjon Tucker,2021-22,DEN,2.93,2.0,1.33,1.33,0.33,0.0,0.0,1.0,9.76,0.33,0.67,0.33,0.33,0.67,0.33,1.0,1.33,0.25,0.33,1.0,1.0,0.0,6,SG,6-3,209,"September 24, 1997",us,2,"Florida Gulf Coast, Little Rock",https://www.basketball-reference.com/players/t/tuckera01/gamelog/2022,0.0,0.0,0.0,2.0,1.0,1,2,1,2,1,2,0.67
Rayjon Tucker,2021-22,MIL,9.55,7.5,3.0,2.0,1.5,0.0,0.5,1.0,20.78,2.5,3.5,0.36,1.5,1.5,0.5,1.0,1.5,0.33,1.0,1.0,-2.5,0.0,6,SG,6-3,209,"September 24, 1997",us,2,"Florida Gulf Coast, Little Rock",https://www.basketball-reference.com/players/t/tuckera01/gamelog/2022,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,3.5
Reggie Bullock,2014-15,LAC,1.99,2.6,0.24,1.6,0.36,0.08,0.24,0.68,10.5,0.92,2.16,0.41,0.6,1.56,0.24,0.16,0.2,0.1,0.0,1.6,0.2,8.0,25.0,SF,6-6,205,"March 16, 1991",us,1,UNC,https://www.basketball-reference.com/players/b/bullore01/gamelog/2015,1.0,25.0,25.0,8.0,17.0,3,2,7,3,11,4,0.59
Reggie Bullock,2014-15,PHO,-0.29,0.36,0.18,0.91,0.09,0.18,0.18,0.18,6.84,0.09,1.45,0.09,0.0,0.64,0.0,0.18,0.36,0.09,0.09,0.82,-0.82,0.0,25.0,SF,6-6,205,"March 16, 1991",us,1,UNC,https://www.basketball-reference.com/players/b/bullore01/gamelog/2015,1.0,25.0,25.0,9.0,2.0,1,4,2,8,2,9,0.0
Reggie Bullock,2018-19,DET,8.14,12.14,2.48,2.8,0.55,0.11,1.23,1.8,30.79,4.14,10.02,0.39,2.59,6.68,0.36,1.27,1.45,0.48,0.45,2.34,0.3,100.0,35,SG,6-6,205,"March 16, 1991",us,5,UNC,https://www.basketball-reference.com/players/b/bullore01/gamelog/2019,1.0,25.0,25.0,21.0,23.0,3,2,6,4,10,5,2.29
Reggie Bullock,2018-19,LAL,6.38,9.32,1.05,2.63,0.84,0.37,0.58,1.58,27.59,3.32,8.05,0.4,1.79,5.21,0.34,0.89,1.11,0.39,0.11,2.53,-3.11,84.21,35,SG,6-6,205,"March 16, 1991",us,5,UNC,https://www.basketball-reference.com/players/b/bullore01/gamelog/2019,1.0,25.0,25.0,15.0,4.0,1,4,2,8,3,12,1.72
Reggie Evans,2013-14,BRK,2.37,2.7,0.17,4.97,0.43,0.07,0.93,1.8,13.31,0.77,1.97,0.32,0.0,0.0,0.0,1.17,2.17,0.32,1.77,3.2,-2.6,20.0,30.0,PF,6-8,245,"May 18, 1980",us,11,Iowa,https://www.basketball-reference.com/players/e/evansre01/gamelog/2014,0.0,0.0,0.0,20.0,10.0,2,3,3,7,3,12,0.0
Reggie Evans,2013-14,SAC,5.73,5.54,0.67,7.71,1.0,0.04,1.25,2.71,20.82,2.0,3.79,0.52,0.0,0.0,0.0,1.54,2.71,0.38,2.58,5.12,-1.21,58.33,30.0,PF,6-8,245,"May 18, 1980",us,11,Iowa,https://www.basketball-reference.com/players/e/evansre01/gamelog/2014,0.0,0.0,0.0,16.0,8.0,2,3,4,6,6,9,1.66
Reggie Jackson,2014-15,DET,13.63,17.63,9.19,4.67,0.74,0.15,3.52,2.7,32.24,6.78,15.56,0.43,1.04,3.07,0.32,3.04,3.81,0.6,1.04,3.63,3.11,100.0,1,PG,6-2,208,"April 16, 1990",it,3,Boston College,https://www.basketball-reference.com/players/j/jacksre01/gamelog/2015,1.0,24.0,24.0,17.0,10.0,1,4,1,9,4,11,4.85
Reggie Jackson,2014-15,OKC,9.38,12.82,4.28,4.02,0.84,0.1,1.82,1.88,27.96,4.98,11.52,0.42,0.88,3.16,0.27,1.98,2.3,0.48,0.56,3.46,0.6,26.0,1,PG,6-2,208,"April 16, 1990",it,3,Boston College,https://www.basketball-reference.com/players/j/jacksre01/gamelog/2015,1.0,24.0,24.0,23.0,27.0,1,4,2,8,4,11,2.54
Reggie Jackson,2019-20,DET,10.17,14.93,5.14,2.93,0.57,0.07,1.64,1.5,27.2,5.43,14.14,0.39,2.21,5.86,0.37,1.86,2.36,0.59,0.79,2.14,3.43,71.43,1,PG,6-2,208,"April 16, 1990",it,8,Boston College,https://www.basketball-reference.com/players/j/jacksre01/gamelog/2020,1.0,24.0,24.0,10.0,4.0,2,3,4,6,4,10,3.44
Reggie Jackson,2019-20,LAC,6.7,9.47,3.18,3.0,0.29,0.24,1.65,2.24,21.28,3.41,7.53,0.47,1.53,3.71,0.44,1.12,1.24,0.49,0.35,2.65,3.53,35.29,1,PG,6-2,208,"April 16, 1990",it,8,Boston College,https://www.basketball-reference.com/players/j/jacksre01/gamelog/2020,1.0,24.0,24.0,5.0,12.0,4,1,7,3,10,5,2.18
Reggie Jackson,2022-23,DEN,5.17,7.94,3.12,1.75,0.56,0.06,1.19,1.38,19.95,3.06,8.0,0.42,1.19,4.25,0.3,0.62,0.75,0.25,0.19,1.56,-3.12,12.5,7,PG,6-2,208,"April 16, 1990",it,11,Boston College,https://www.basketball-reference.com/players/j/jacksre01/gamelog/2023,1.0,24.0,24.0,8.0,8.0,4,1,6,4,7,8,1.85
Reggie Jackson,2022-23,LAC,7.15,10.88,3.52,2.23,0.73,0.1,1.85,1.77,25.73,4.12,9.85,0.42,1.48,4.23,0.35,1.17,1.27,0.4,0.42,1.81,-0.52,73.08,7,PG,6-2,208,"April 16, 1990",it,11,Boston College,https://www.basketball-reference.com/players/j/jacksre01/gamelog/2023,1.0,24.0,24.0,24.0,28.0,2,3,5,5,8,7,2.76
Reggie Perry,2021-22,IND,0.8,2.0,0.0,1.0,0.0,0.0,0.0,3.0,9.88,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,0,PF,6-8,250,"March 21, 2000",us,1,Mississippi State,https://www.basketball-reference.com/players/p/perryre01/gamelog/2022,2.0,27.0,57.0,1.0,0.0,0,1,0,1,0,1,2.67
Reggie Perry,2021-22,POR,7.44,10.0,1.33,5.11,1.0,0.67,1.22,3.33,19.71,4.33,8.67,0.49,0.33,1.78,0.19,1.0,1.67,0.51,1.67,3.44,-8.22,11.11,0,PF,6-8,250,"March 21, 2000",us,1,Mississippi State,https://www.basketball-reference.com/players/p/perryre01/gamelog/2022,2.0,27.0,57.0,9.0,0.0,0,5,0,9,0,9,1.37
Richaun Holmes,2023-24,DAL,3.37,3.39,0.65,3.39,0.13,0.39,0.52,1.43,10.29,1.43,2.57,0.51,0.0,0.0,0.0,0.52,0.91,0.19,1.43,1.96,-1.48,8.7,22,PF,6-10,235,"October 15, 1993",us,8,Bowling Green,https://www.basketball-reference.com/players/h/holmeri01/gamelog/2024,2.0,7.0,37.0,14.0,9.0,2,3,4,6,6,9,0.75
Richaun Holmes,2023-24,WAS,6.91,7.12,0.59,6.12,0.47,0.59,0.71,2.41,18.68,2.88,5.18,0.48,0.06,0.18,0.06,1.29,1.53,0.44,2.24,3.88,-3.29,47.06,22,PF,6-10,235,"October 15, 1993",us,8,Bowling Green,https://www.basketball-reference.com/players/h/holmeri01/gamelog/2024,2.0,7.0,37.0,13.0,4.0,0,5,1,9,3,12,1.15
Ricky Ledo,2014-15,DAL,-0.86,0.2,0.2,0.4,0.0,0.0,0.4,0.2,2.18,0.0,1.2,0.0,0.0,0.6,0.0,0.2,0.4,0.1,0.2,0.2,-0.6,0.0,11,SG,6-7,195,"September 10, 1992",us,1,None,https://www.basketball-reference.com/players/l/ledori01/gamelog/2015,2.0,13.0,43.0,3.0,2.0,2,3,2,3,2,3,0.28
Ricky Ledo,2014-15,NYK,3.36,7.42,1.5,2.83,0.5,0.08,2.0,1.67,19.43,2.67,7.5,0.3,0.83,2.0,0.38,1.25,1.67,0.32,1.25,1.58,-4.17,0.0,11,SG,6-7,195,"September 10, 1992",us,1,None,https://www.basketball-reference.com/players/l/ledori01/gamelog/2015,2.0,13.0,43.0,10.0,2.0,0,5,1,9,2,10,2.61
Robert Covington,2018-19,MIN,11.86,14.45,1.45,5.73,2.27,1.09,1.14,3.68,34.66,4.82,11.14,0.44,2.5,6.73,0.38,2.32,3.0,0.62,0.95,4.77,2.05,100.0,33,SF,6-7,209,"December 14, 1990",us,5,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2019,0.0,0.0,0.0,10.0,12.0,3,2,7,3,9,6,2.29
Robert Covington,2018-19,PHI,8.88,11.31,1.08,5.15,1.85,1.77,1.69,3.46,33.84,3.85,9.0,0.43,2.31,5.92,0.42,1.31,1.77,0.54,0.54,4.62,1.54,100.0,33,SF,6-7,209,"December 14, 1990",us,5,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2019,0.0,0.0,0.0,5.0,8.0,2,3,6,4,8,5,3.02
Robert Covington,2019-20,HOU,10.23,11.59,1.45,8.0,1.59,2.18,1.36,3.27,32.99,4.05,10.32,0.38,2.41,7.64,0.29,1.09,1.36,0.45,1.23,6.77,3.45,95.45,33,C,6-7,209,"December 14, 1990",us,6,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2020,0.0,0.0,0.0,10.0,12.0,3,2,7,3,9,6,3.27
Robert Covington,2019-20,MIN,9.7,12.81,1.17,5.98,1.67,0.94,1.52,3.08,29.4,4.5,10.33,0.43,2.25,6.5,0.33,1.56,1.96,0.58,0.75,5.23,-0.88,97.92,33,C,6-7,209,"December 14, 1990",us,6,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2020,0.0,0.0,0.0,33.0,15.0,4,1,6,4,8,7,2.17
Robert Covington,2021-22,LAC,9.72,10.39,1.04,5.09,1.26,1.22,0.74,2.52,22.11,3.52,7.04,0.51,2.13,4.74,0.42,1.22,1.43,0.44,0.78,4.3,3.87,8.7,33,PF,6-7,209,"December 14, 1990",us,8,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2022,0.0,0.0,0.0,10.0,13.0,2,3,6,4,7,8,1.74
Robert Covington,2021-22,POR,6.92,7.6,1.42,5.71,1.54,1.31,1.21,2.75,29.81,2.67,7.0,0.36,1.65,4.79,0.32,0.62,0.75,0.27,0.85,4.85,-1.06,83.33,33,PF,6-7,209,"December 14, 1990",us,8,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2022,0.0,0.0,0.0,27.0,21.0,3,2,5,5,7,8,2.55
Robert Covington,2023-24,LAC,5.4,3.0,2.33,2.67,2.0,0.67,0.0,2.33,23.09,1.0,3.0,0.24,0.67,2.67,0.19,0.33,0.67,0.17,0.67,2.0,15.0,100.0,33,SF,6-7,209,"December 14, 1990",us,10,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2024,0.0,0.0,0.0,1.0,2.0,2,1,2,1,2,1,3.71
Robert Covington,2023-24,PHI,5.17,4.54,0.65,3.42,1.27,0.62,0.42,1.88,16.12,1.54,3.42,0.37,0.65,1.85,0.24,0.81,0.92,0.31,1.12,2.31,2.27,11.54,33,SF,6-7,209,"December 14, 1990",us,10,Tennessee State,https://www.basketball-reference.com/players/c/covinro01/gamelog/2024,0.0,0.0,0.0,8.0,18.0,5,0,8,2,10,5,1.2
Rodions Kurucs,2020-21,BRK,0.64,0.6,0.4,0.6,0.0,0.0,0.0,0.2,3.16,0.2,0.6,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.6,-1.6,0.0,00,SF,6-9,228,"February 5, 1998",lv,2,None,https://www.basketball-reference.com/players/k/kurucro01/gamelog/2021,2.0,10.0,40.0,2.0,3.0,3,2,3,2,3,2,0.0
Rodions Kurucs,2020-21,HOU,0.35,1.18,0.36,1.0,0.55,0.36,0.82,0.64,6.82,0.45,1.91,0.25,0.18,1.36,0.14,0.09,0.18,0.05,0.18,0.82,-0.27,0.0,00,SF,6-9,228,"February 5, 1998",lv,2,None,https://www.basketball-reference.com/players/k/kurucro01/gamelog/2021,2.0,10.0,40.0,7.0,4.0,3,2,4,6,4,7,0.51
Rodions Kurucs,2020-21,MIL,2.78,3.0,0.8,1.8,0.6,0.0,0.8,1.6,6.74,1.0,1.6,0.35,0.6,0.8,0.4,0.4,0.4,0.2,0.6,1.2,1.4,0.0,00,SF,6-9,228,"February 5, 1998",lv,2,None,https://www.basketball-reference.com/players/k/kurucro01/gamelog/2021,2.0,10.0,40.0,2.0,3.0,3,2,3,2,3,2,0.93
Rodney Hood,2017-18,CLE,7.43,10.81,1.43,2.57,0.71,0.24,0.33,1.95,25.32,4.19,9.48,0.42,1.19,3.38,0.26,1.24,1.52,0.42,0.38,2.19,0.71,52.38,1,SG,6-8,208,"October 20, 1992",us,3,"Mississippi State, Duke",https://www.basketball-reference.com/players/h/hoodro01/gamelog/2018,1.0,23.0,23.0,8.0,13.0,3,2,6,4,8,7,1.54
Rodney Hood,2017-18,UTA,9.95,16.79,1.67,2.85,0.77,0.18,1.62,1.64,27.78,6.0,14.15,0.42,2.62,6.72,0.39,2.18,2.49,0.62,0.36,2.49,-2.18,30.77,1,SG,6-8,208,"October 20, 1992",us,3,"Mississippi State, Duke",https://www.basketball-reference.com/players/h/hoodro01/gamelog/2018,1.0,23.0,23.0,23.0,16.0,3,2,4,6,6,9,2.09
Rodney Hood,2018-19,CLE,8.29,12.16,2.04,2.49,0.84,0.11,0.8,2.24,27.42,4.31,10.09,0.41,1.22,3.38,0.34,2.31,2.53,0.72,0.4,2.09,-6.71,100.0,1,SG,6-8,208,"October 20, 1992",us,4,"Mississippi State, Duke",https://www.basketball-reference.com/players/h/hoodro01/gamelog/2019,1.0,23.0,23.0,35.0,10.0,0,5,1,9,2,13,1.34
